gender.female,gender.male,age,class.1st,class.2nd,class.3rd,class.deck.crew,class.engineering.crew,class.restaurant.staff,class.victualling.crew,embarked.Belfast,embarked.Cherbourg,embarked.Queenstown,embarked.Southampton,fare,sibsp,parch,survived
0,1,21,0,0,1,0,0,0,0,0,1,0,0,15.141,1,1,1
1,0,19,0,0,1,0,0,0,0,0,1,0,0,15.141,1,1,1
0,1,36,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
1,0,14,0,1,0,0,0,0,0,0,1,0,0,30.0105,1,0,1
1,0,21,0,0,1,0,0,0,0,0,0,1,0,7.15,0,0,0
0,1,2,0,1,0,0,0,0,0,0,0,0,1,26,1,1,1
0,1,3,0,1,0,0,0,0,0,0,0,0,1,26,1,1,1
1,0,31,1,0,0,0,0,0,0,0,1,0,0,113.0506,1,0,1
1,0,23,1,0,0,0,0,0,0,0,1,0,0,113.0506,1,0,1
0,1,58,1,0,0,0,0,0,0,0,1,0,0,113.0506,0,2,0
1,0,19,1,0,0,0,0,0,0,0,0,0,1,26.0508,0,2,1
0,1,19,0,1,0,0,0,0,0,0,0,0,1,36.15,1,1,0
0,1,28,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
1,0,18,0,0,1,0,0,0,0,0,0,0,1,7.1506,0,0,1
1,0,26,0,0,1,0,0,0,0,0,0,0,1,7.1701,0,0,1
0,1,21,0,0,1,0,0,0,0,0,0,0,1,7.1701,0,0,0
0,1,11,0,0,1,0,0,0,0,0,1,0,0,11.041,1,0,1
1,0,14,0,0,1,0,0,0,0,0,1,0,0,11.041,1,0,1
0,1,41,0,0,1,0,0,0,0,0,0,0,1,7.0206,0,0,0
0,1,39,0,0,1,0,0,0,0,0,0,0,1,7.1806,0,0,1
0,1,20,0,0,1,0,0,0,0,0,1,0,0,7.0407,0,0,0
0,1,27,0,1,0,0,0,0,0,0,0,0,1,13.1,0,0,0
0,1,21,0,0,1,0,0,0,0,0,0,0,1,7.16,0,0,0
0,1,20,1,0,0,0,0,0,0,0,1,0,0,13.1703,0,0,1
1,0,22,0,0,1,0,0,0,0,0,0,0,1,7.15,0,0,1
0,1,21,0,0,1,0,0,0,0,0,0,1,0,7.1607,0,0,0
1,0,26,0,0,1,0,0,0,0,0,0,1,0,15.1,1,0,1
0,1,18,0,0,1,0,0,0,0,0,0,1,0,7.1408,0,0,0
0,1,17,0,0,1,0,0,0,0,0,0,1,0,7.15,0,0,0
0,1,23,0,0,1,0,0,0,0,0,0,1,0,7.15,0,0,0
0,1,23,0,0,1,0,0,0,0,0,0,0,1,9.0406,0,0,0
1,0,24,0,0,1,0,0,0,0,0,0,1,0,7.1707,0,0,1
1,0,22,0,0,1,0,0,0,0,0,0,0,1,7.1506,0,0,1
0,1,21,0,0,1,0,0,0,0,0,0,1,0,7.15,0,0,1
1,0,16,0,0,1,0,0,0,0,0,0,1,0,7.1607,0,0,1
1,0,39,1,0,0,0,0,0,0,0,1,0,0,108.18,0,0,1
0,1,9,0,0,1,0,0,0,0,0,0,0,1,3.0305,0,1,1
0,1,27,0,0,1,0,0,0,0,0,0,0,1,7.0603,0,0,0
1,0,31,0,0,1,0,0,0,0,0,0,0,1,7.1701,0,0,0
0,1,28,0,0,1,0,0,0,0,0,0,0,1,7.1701,0,0,0
0,1,32,0,0,1,0,0,0,0,0,0,0,1,7.1506,0,0,1
0,1,20,0,0,1,0,0,0,0,0,0,0,1,9.0406,0,0,0
0,1,29,1,0,0,0,0,0,0,0,1,0,0,25.141,0,0,1
1,0,23,0,0,1,0,0,0,0,0,0,0,1,8.1303,0,0,0
1,0,20,0,0,1,0,0,0,0,0,0,0,1,8.1303,0,0,0
0,1,20,0,0,1,0,0,0,0,0,0,0,1,8.1303,0,0,0
0,1,16,0,0,1,0,0,0,0,0,0,0,1,9.0404,0,0,0
1,0,22,1,0,0,0,0,0,0,0,0,0,1,61.1907,0,1,1
0,1,64,1,0,0,0,0,0,0,0,0,0,1,61.1907,0,1,0
1,0,21,0,0,1,0,0,0,0,0,0,1,0,7.1207,0,0,0
0,1,38,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0
0,1,36,1,0,0,0,0,0,0,0,1,0,0,27.1405,0,0,0
0,1,22,0,1,0,0,0,0,0,0,0,0,1,10.1,0,0,1
0,1,27,0,1,0,0,0,0,0,0,1,0,0,13.1703,0,0,1
0,1,23,0,1,0,0,0,0,0,0,0,0,1,10.1,0,0,0
0,1,29,0,1,0,0,0,0,0,0,1,0,0,13.1702,0,0,1
0,1,2,0,0,1,0,0,0,0,0,0,0,1,21.0106,3,1,0
0,1,6,0,0,1,0,0,0,0,0,0,0,1,21.0106,3,1,0
1,0,8,0,0,1,0,0,0,0,0,0,0,1,21.0106,3,1,0
1,0,29,0,0,1,0,0,0,0,0,0,0,1,21.0106,0,4,0
0,1,1,0,0,1,0,0,0,0,0,0,0,1,39.1309,4,1,0
0,1,15,0,0,1,0,0,0,0,0,0,0,1,39.1309,4,1,0
0,1,7,0,0,1,0,0,0,0,0,0,0,1,39.1309,4,1,0
0,1,2,0,0,1,0,0,0,0,0,0,0,1,39.1309,4,1,0
1,0,41,0,0,1,0,0,0,0,0,0,0,1,39.1309,0,5,0
0,1,17,0,1,0,0,0,0,0,0,0,0,1,10.1,0,0,0
0,1,21,0,0,1,0,0,0,0,0,0,0,1,8.1303,0,0,0
0,1,32,0,0,1,0,0,0,0,0,0,0,1,7.1711,0,0,0
0,1,0.583333333,0,0,1,0,0,0,0,0,0,0,1,13.1506,1,1,0
1,0,4,0,0,1,0,0,0,0,0,0,0,1,13.1506,1,1,0
1,0,26,0,0,1,0,0,0,0,0,0,0,1,13.1506,0,2,0
0,1,32,0,0,1,0,0,0,0,0,0,0,1,7,0,0,0
1,0,22,1,0,0,0,0,0,0,0,0,0,1,66.12,1,0,1
0,1,28,0,0,1,0,0,0,0,0,0,0,1,7.1506,0,0,0
0,1,24,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
0,1,21,0,0,1,0,0,0,0,0,0,0,1,7.1806,0,0,0
0,1,25,0,0,1,0,0,0,0,0,0,0,1,7.1806,0,0,0
1,0,22,1,0,0,0,0,0,0,0,1,0,0,108.18,1,0,1
0,1,24,1,0,0,0,0,0,0,0,1,0,0,108.18,1,0,0
0,1,19,0,1,0,0,0,0,0,0,0,0,1,10.1,0,0,0
0,1,24,0,0,1,0,0,0,0,0,0,0,1,7.05,0,0,0
0,1,25,0,0,1,0,0,0,0,0,0,0,1,7.1506,1,0,1
0,1,41,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0
0,1,4,0,0,1,0,0,0,0,0,1,0,0,22.0702,1,1,1
1,0,2,0,0,1,0,0,0,0,0,1,0,0,22.0702,1,1,1
1,0,28,0,0,1,0,0,0,0,0,0,1,0,8.0209,0,0,0
0,1,19,0,0,1,0,0,0,0,0,0,0,1,7.1711,0,0,0
0,1,29,0,0,1,0,0,0,0,0,0,0,1,7.1711,0,0,0
0,1,25,0,0,1,0,0,0,0,0,0,0,1,7.1506,1,0,0
0,1,52,1,0,0,0,0,0,0,0,0,0,1,30.1,0,0,1
1,0,21,0,1,0,0,0,0,0,0,0,0,1,21,0,1,1
0,1,43,0,1,0,0,0,0,0,0,0,0,1,21,0,1,0
0,1,33,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,1
1,0,32,0,1,0,0,0,0,0,0,0,0,1,13,0,0,1
0,1,17,0,0,1,0,0,0,0,0,0,0,1,8.1303,0,0,0
0,1,24,0,0,1,0,0,0,0,0,0,0,1,8.1303,0,0,0
0,1,46,1,0,0,0,0,0,0,0,0,0,1,52,0,0,0
1,0,56,1,0,0,0,0,0,0,0,1,0,0,83.0302,0,1,1
0,1,27,0,1,0,0,0,0,0,0,1,0,0,15,0,0,0
0,1,21,0,0,1,0,0,0,0,0,1,0,0,7.0406,0,0,0
1,0,63,0,0,1,0,0,0,0,0,0,0,1,8.0203,0,0,0
0,1,30,0,0,1,0,0,0,0,0,1,0,0,7.0407,0,0,0
0,1,36,0,1,0,0,0,0,0,0,0,0,1,10.1,0,0,0
0,1,38,0,0,1,0,0,0,0,0,0,0,1,7.1711,0,0,0
1,0,30,0,1,0,0,0,0,0,0,0,0,1,21,3,0,1
1,0,29,0,1,0,0,0,0,0,0,0,0,1,13,0,0,1
0,1,10,0,0,1,0,0,0,0,0,0,1,0,29.0206,4,1,0
0,1,7,0,0,1,0,0,0,0,0,0,1,0,29.0206,4,1,0
0,1,2,0,0,1,0,0,0,0,0,0,1,0,29.0206,4,1,0
0,1,8,0,0,1,0,0,0,0,0,0,1,0,29.0206,4,1,0
1,0,39,0,0,1,0,0,0,0,0,0,1,0,29.0206,0,5,0
0,1,0.75,0,1,0,0,0,0,0,0,0,0,1,18.15,1,1,1
0,1,3,0,1,0,0,0,0,0,0,0,0,1,18.15,1,1,1
1,0,24,0,1,0,0,0,0,0,0,0,0,1,18.15,2,3,1
1,0,58,0,1,0,0,0,0,0,0,0,0,1,10.1,0,0,1
1,0,22,0,0,1,0,0,0,0,0,0,0,1,39.1309,0,0,0
0,1,35,0,0,1,0,0,0,0,0,0,0,1,7.0206,0,0,0
1,0,22,0,0,1,0,0,0,0,0,0,1,0,7.1405,0,0,1
0,1,69,0,0,1,0,0,0,0,0,0,0,1,14.1,0,0,0
1,0,64,0,0,1,0,0,0,0,0,0,0,1,14.1,0,0,0
1,0,43,1,0,0,0,0,0,0,0,0,0,1,211.0609,0,1,1
0,1,50,0,0,1,0,0,0,0,0,0,0,1,14.1,1,0,0
1,0,48,0,0,1,0,0,0,0,0,0,0,1,14.1,1,0,0
0,1,31,1,0,0,0,0,0,0,0,0,0,1,50.0911,0,0,0
0,1,18,0,1,0,0,0,0,0,0,0,0,1,10.1,0,0,0
0,1,30,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
0,1,39,1,0,0,0,0,0,0,0,0,0,1,50,0,0,0
1,0,2,0,0,1,0,0,0,0,0,0,0,1,20.0403,1,1,0
1,0,41,0,0,1,0,0,0,0,0,0,0,1,20.0403,0,2,0
1,0,33,1,0,0,0,0,0,0,0,1,0,0,27.1405,0,0,1
0,1,46,1,0,0,0,0,0,0,0,1,0,0,79,0,0,0
0,1,36,1,0,0,0,0,0,0,0,0,0,1,40.0206,0,0,0
1,0,33,1,0,0,0,0,0,0,0,0,0,1,86.1,0,0,1
0,1,46,1,0,0,0,0,0,0,0,1,0,0,59.08,1,0,0
1,0,54,1,0,0,0,0,0,0,0,1,0,0,59.08,1,0,1
0,1,59,1,0,0,0,0,0,0,0,0,0,1,26.11,0,0,0
0,1,17,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
0,1,24,0,0,1,0,0,0,0,0,0,1,0,7.15,0,0,1
0,1,30,0,0,1,0,0,0,0,0,0,1,0,24.03,0,0,0
0,1,13,1,0,0,0,0,0,0,0,1,0,0,262.0706,2,2,1
1,0,18,1,0,0,0,0,0,0,0,1,0,0,262.0706,2,2,1
1,0,21,1,0,0,0,0,0,0,0,1,0,0,262.0706,2,2,1
0,1,30,0,0,1,0,0,0,0,0,1,0,0,7.0407,0,0,0
0,1,27,0,0,1,0,0,0,0,0,1,0,0,7.0406,0,0,0
0,1,47,1,0,0,0,0,0,0,0,0,0,1,30.1,0,0,1
0,1,19,0,0,1,0,0,0,0,0,0,1,0,7.1407,0,0,0
0,1,17,0,0,1,0,0,0,0,0,0,0,1,7.111,0,0,0
0,1,43,0,0,1,0,0,0,0,0,0,0,1,7.05,0,0,0
0,1,13,0,0,1,0,0,0,0,0,0,0,1,69.11,8,2,0
0,1,5,0,0,1,0,0,0,0,0,0,0,1,69.11,8,2,0
1,0,14,0,0,1,0,0,0,0,0,0,0,1,69.11,8,2,0
1,0,21,0,0,1,0,0,0,0,0,0,0,1,69.11,8,2,0
0,1,18,0,0,1,0,0,0,0,0,0,0,1,69.11,8,2,0
0,1,17,0,0,1,0,0,0,0,0,0,0,1,69.11,8,2,0
0,1,20,0,0,1,0,0,0,0,0,0,0,1,69.11,8,2,0
0,1,24,0,0,1,0,0,0,0,0,0,0,1,9.0606,0,0,0
1,0,21,0,0,1,0,0,0,0,0,0,0,1,7.13,0,0,1
0,1,29,0,0,1,0,0,0,0,0,0,0,1,7.1806,0,0,0
0,1,17,0,0,1,0,0,0,0,0,1,0,0,21.1307,2,0,0
0,1,40,0,0,1,0,0,0,0,0,1,0,0,21.1307,2,0,0
0,1,16,0,0,1,0,0,0,0,0,1,0,0,21.1307,2,0,0
1,0,1,0,0,1,0,0,0,0,0,0,0,1,16.14,1,1,1
1,0,24,0,0,1,0,0,0,0,0,0,0,1,16.14,0,2,1
0,1,19,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
0,1,22,0,0,1,0,0,0,0,0,0,1,0,7.1406,0,0,0
1,0,35,1,0,0,0,0,0,0,0,1,0,0,57.15,1,0,1
0,1,29,0,0,1,0,0,0,0,0,0,0,1,9.1,0,0,1
0,1,22,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0
0,1,28,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0
0,1,34,1,0,0,0,0,0,0,0,0,0,1,26.11,0,0,1
0,1,29,0,1,0,0,0,0,0,0,0,0,1,26,0,0,0
0,1,55,0,0,1,0,0,0,0,0,0,0,1,15.02,0,0,0
0,1,26,0,0,1,0,0,0,0,0,1,0,0,7.0406,0,0,0
1,0,20,0,0,1,0,0,0,0,0,0,1,0,7.1607,0,0,1
0,1,22,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
1,0,40,1,0,0,0,0,0,0,0,0,0,1,153.0903,0,0,1
1,0,17,0,1,0,0,0,0,0,0,0,0,1,13,0,2,1
1,0,39,1,0,0,0,0,0,0,0,1,0,0,55.18,1,0,1
0,1,51,1,0,0,0,0,0,0,0,1,0,0,55.18,1,0,0
0,1,40,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
0,1,56,1,0,0,0,0,0,0,0,0,0,1,35.1,0,0,1
1,0,20,0,1,0,0,0,0,0,0,0,0,1,36.15,0,0,1
0,1,22,0,0,1,0,0,0,0,0,1,0,0,7.0407,0,0,0
0,1,20,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
0,1,21,0,0,1,0,0,0,0,0,0,0,1,7.1806,0,0,0
1,0,18,0,0,1,0,0,0,0,0,0,0,1,6.0911,0,0,1
0,1,5,0,0,1,0,0,0,0,0,0,0,1,27.18,3,2,0
0,1,11,0,0,1,0,0,0,0,0,0,0,1,27.18,3,2,0
1,0,9,0,0,1,0,0,0,0,0,0,0,1,27.18,3,2,0
1,0,2,0,0,1,0,0,0,0,0,0,0,1,27.18,3,2,0
1,0,43,0,0,1,0,0,0,0,0,0,0,1,27.18,1,4,0
0,1,35,0,1,0,0,0,0,0,0,0,0,1,10.1,0,0,0
0,1,20,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
0,1,28,1,0,0,0,0,0,0,0,0,0,1,35.1,0,0,1
0,1,56,1,0,0,0,0,0,0,0,0,0,1,26.11,0,0,0
1,0,49,0,1,0,0,0,0,0,0,0,0,1,13,0,0,1
0,1,56,1,0,0,0,0,0,0,0,1,0,0,30.1311,0,0,0
0,1,24,1,0,0,0,0,0,0,0,1,0,0,60,1,0,0
0,1,57,1,0,0,0,0,0,0,0,0,0,1,26,0,0,0
1,0,18,0,0,1,0,0,0,0,0,0,1,0,7.1408,0,0,1
0,1,24,1,0,0,0,0,0,0,0,0,0,1,82.0504,1,0,1
1,0,23,1,0,0,0,0,0,0,0,0,0,1,82.0504,1,0,1
0,1,19,0,0,1,0,0,0,0,0,0,0,1,7.13,0,0,0
0,1,45,1,0,0,0,0,0,0,0,1,0,0,134.1,1,1,1
1,0,48,1,0,0,0,0,0,0,0,1,0,0,146.1005,1,0,1
0,1,57,1,0,0,0,0,0,0,0,1,0,0,146.1005,1,0,0
0,1,31,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
0,1,32,1,0,0,0,0,0,0,0,0,0,1,30.1,0,0,1
0,1,33,0,0,1,0,0,0,0,0,1,0,0,8.1309,0,0,0
0,1,22,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
0,1,42,0,1,0,0,0,0,0,0,1,0,0,15,0,0,0
0,1,54,1,0,0,0,0,0,0,0,1,0,0,55.081,1,0,1
1,0,52,1,0,0,0,0,0,0,0,1,0,0,78.0504,1,0,1
0,1,64,1,0,0,0,0,0,0,0,1,0,0,27.1405,0,0,0
1,0,22,0,0,1,0,0,0,0,0,0,0,1,9.1609,0,0,0
1,0,63,1,0,0,0,0,0,0,0,0,0,1,221.1507,1,0,0
0,1,27,0,0,1,0,0,0,0,0,0,0,1,8.1303,0,0,0
0,1,20,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,1
0,1,44,0,0,1,0,0,0,0,0,0,0,1,7.1806,0,0,1
0,1,61,1,0,0,0,0,0,0,0,0,0,1,32.0605,0,0,0
0,1,74,0,0,1,0,0,0,0,0,0,0,1,7.1506,0,0,0
0,1,14,0,0,1,0,0,0,0,0,0,0,1,9.0406,0,0,1
0,1,24,0,0,1,0,0,0,0,0,0,0,1,7.1511,0,0,0
0,1,14,0,1,0,0,0,0,0,0,0,0,1,65,0,0,0
1,0,46,1,0,0,0,0,0,0,0,0,0,1,25.1807,0,0,1
0,1,0.416666667,0,0,1,0,0,0,0,0,1,0,0,8.1004,0,1,1
1,0,16,0,0,1,0,0,0,0,0,1,0,0,8.1004,1,1,1
1,0,18,1,0,0,0,0,0,0,0,0,0,1,79.13,0,2,1
0,1,52,1,0,0,0,0,0,0,0,0,0,1,79.13,1,1,0
1,0,39,1,0,0,0,0,0,0,0,0,0,1,79.13,1,1,1
0,1,48,1,0,0,0,0,0,0,0,0,0,1,52,1,0,1
1,0,49,1,0,0,0,0,0,0,0,0,0,1,52,1,0,1
1,0,39,1,0,0,0,0,0,0,0,1,0,0,110.1708,1,1,1
0,1,34,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
0,1,37,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
0,1,37,0,0,1,0,0,0,0,0,0,0,1,16.02,1,0,0
1,0,33,0,0,1,0,0,0,0,0,0,0,1,16.02,1,0,1
0,1,32,0,0,1,0,0,0,0,0,0,0,1,7.1806,0,0,0
0,1,20,0,0,1,0,0,0,0,0,0,1,0,7.15,0,0,0
0,1,23,0,0,1,0,0,0,0,0,0,0,1,7.1711,0,0,0
0,1,22,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
1,0,48,0,1,0,0,0,0,0,0,0,0,1,10.1,0,0,1
0,1,41,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
0,1,25,0,0,1,0,0,0,0,0,0,0,1,7.1711,0,0,0
0,1,23,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0
0,1,31,1,0,0,0,0,0,0,0,1,0,0,28.1009,0,0,1
0,1,8,0,0,1,0,0,0,0,0,1,0,0,15.0411,1,1,1
1,0,9,0,0,1,0,0,0,0,0,1,0,0,15.0411,1,1,1
1,0,27,0,0,1,0,0,0,0,0,1,0,0,15.0411,0,2,1
0,1,36,0,0,1,0,0,0,0,0,0,0,1,7.1711,0,0,0
0,1,29,0,1,0,0,0,0,0,0,0,0,1,21,1,0,0
0,1,39,1,0,0,0,0,0,0,0,1,0,0,27.1405,0,0,0
0,1,10,0,0,1,0,0,0,0,0,0,0,1,14.1,1,1,0
0,1,35,0,0,1,0,0,0,0,0,0,0,1,14.1,0,2,0
0,1,46,0,0,1,0,0,0,0,0,0,0,1,9,0,0,0
0,1,61,1,0,0,0,0,0,0,0,0,0,1,33.1,0,0,0
1,0,18,0,0,1,0,0,0,0,0,0,0,1,18,2,0,0
0,1,15,0,0,1,0,0,0,0,0,0,0,1,18,2,0,0
1,0,31,0,0,1,0,0,0,0,0,0,0,1,18,1,0,0
0,1,35,0,0,1,0,0,0,0,0,0,0,1,9.1,0,0,0
0,1,28,0,0,1,0,0,0,0,0,0,0,1,9.1,0,0,0
1,0,10,0,0,1,0,0,0,0,0,0,0,1,24.03,0,2,0
0,1,36,0,0,1,0,0,0,0,0,0,0,1,24.03,1,1,0
1,0,30,0,0,1,0,0,0,0,0,0,0,1,24.03,1,1,0
0,1,23,0,0,1,0,0,0,0,0,0,0,1,9.1,0,0,0
0,1,40,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0
0,1,20,0,0,1,0,0,0,0,0,0,0,1,7.1701,0,0,0
1,0,14,0,0,1,0,0,0,0,0,0,0,1,7.1701,0,0,0
0,1,21,0,0,1,0,0,0,0,0,0,0,1,7.1711,0,0,0
0,1,22,0,0,1,0,0,0,0,0,0,0,1,9,0,0,0
0,1,48,1,0,0,0,0,0,0,0,0,0,1,34,0,0,0
1,0,36,0,1,0,0,0,0,0,0,0,0,1,21,0,0,1
0,1,23,0,1,0,0,0,0,0,0,0,0,1,10.1,1,0,0
0,1,31,0,0,1,0,0,0,0,0,0,0,1,7.11,0,0,0
0,1,63,1,0,0,0,0,0,0,0,1,0,0,75.05,1,0,0
1,0,60,1,0,0,0,0,0,0,0,1,0,0,75.05,1,0,1
1,0,12,0,1,0,0,0,0,0,0,0,0,1,15.15,0,0,1
1,0,40,0,1,0,0,0,0,0,0,0,0,1,15.15,0,0,1
1,0,37,0,1,0,0,0,0,0,0,0,0,1,13,0,0,1
0,1,66,0,0,1,0,0,0,0,0,0,0,1,8.01,0,0,0
0,1,59,1,0,0,0,0,0,0,0,0,0,1,26.11,0,0,0
0,1,37,0,1,0,0,0,0,0,0,0,0,1,26,1,0,0
1,0,37,0,1,0,0,0,0,0,0,0,0,1,26,1,0,1
0,1,2,0,1,0,0,0,0,0,0,0,0,1,23,1,1,1
1,0,4,0,1,0,0,0,0,0,0,0,0,1,23,1,1,1
1,0,29,0,1,0,0,0,0,0,0,0,0,1,23,0,2,1
0,1,27,0,0,1,0,0,0,0,0,0,0,1,7.1511,0,0,1
0,1,36,0,1,0,0,0,0,0,0,0,0,1,27.15,1,2,0
1,0,33,0,1,0,0,0,0,0,0,0,0,1,27.15,1,2,1
0,1,26,0,1,0,0,0,0,0,0,0,0,1,12.1706,0,0,0
0,1,31,0,1,0,0,0,0,0,0,0,0,1,13,0,0,1
0,1,54,1,0,0,0,0,0,0,0,0,0,1,77.0509,0,1,0
0,1,21,1,0,0,0,0,0,0,0,0,0,1,77.0509,0,1,0
0,1,57,1,0,0,0,0,0,0,0,0,0,1,164.1704,1,1,0
1,0,31,1,0,0,0,0,0,0,0,0,0,1,164.1704,0,2,1
1,0,45,1,0,0,0,0,0,0,0,0,0,1,164.1704,1,1,1
0,1,27,1,0,0,0,0,0,0,0,0,0,1,211.1,0,2,0
1,0,50,1,0,0,0,0,0,0,0,0,0,1,211.1,1,1,1
0,1,18,0,0,1,0,0,0,0,0,0,0,1,6.0911,1,0,0
1,0,47,0,0,1,0,0,0,0,0,0,0,1,7,1,0,1
1,0,30,0,1,0,0,0,0,0,0,0,0,1,26,1,0,1
1,0,21,1,0,0,0,0,0,0,0,0,0,1,26.11,0,0,1
